"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
608,71,"capture","ENS",2018,"Q_tlw",676,171,"PH","PHL","Philippines","the Republic of the Philippines","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280101606",2594,"endeavour shrimp","metapenaeus endeavouri","Schmitt 1926","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","metapenaeus.endeavouri_marine_capture",0,0,1,"marine"
608,71,"capture","MET",2018,"Q_tlw",7350,171,"PH","PHL","Philippines","the Republic of the Philippines","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801016XX",3415,"metapenaeus shrimps nei","metapenaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","metapenaeus_marine_capture",NA,NA,NA,NA
608,71,"capture","SHS",2018,"Q_tlw",11835,171,"PH","PHL","Philippines","the Republic of the Philippines","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22807XXXXX",3427,"sergestid shrimps nei","sergestidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","sergestidae_marine_capture",NA,NA,NA,NA
608,4,"capture","DCP",2018,"Q_tlw",5123,171,"PH","PHL","Philippines","the Republic of the Philippines","Asia","Other developing countries or areas","South-Eastern Asia","Asia - Inland waters",NA,"inland",NA,4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"inland","crangonidae_inland_capture",NA,NA,NA,NA
620,27,"capture","DPS",2018,"Q_tlw",745,174,"PT","PRT","Portugal","the Portuguese Republic","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
620,27,"capture","SSH",2018,"Q_tlw",74,174,"PT","PRT","Portugal","the Portuguese Republic","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280202101",3421,"scarlet shrimp","aristaeopsis edwardsiana","(Johnson 1868)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeopsis.edwardsiana_marine_capture",0,0,1,"marine"
620,27,"capture","ARA",2018,"Q_tlw",72,174,"PT","PRT","Portugal","the Portuguese Republic","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280203101",3422,"blue and red shrimp","aristeus antennatus","(Risso 1816)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.antennatus_marine_capture",0,0,1,"marine"
620,27,"capture","PRA",2018,"Q_tlw",2,174,"PT","PRT","Portugal","the Portuguese Republic","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
620,37,"capture","LKW",2018,"Q_tlw",52,174,"PT","PRT","Portugal","the Portuguese Republic","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280403202",16522,"striped soldier shrimp","plesionika edwardsii","(Brandt 1851)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","plesionika.edwardsii_marine_capture",0,0,1,"marine"
624,34,"capture","DPS",2018,"Q_tlw",1,175,"GW","GNB","Guinea-Bissau","the Republic of Guinea-Bissau","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
624,34,"capture","DCP",2018,"Q_tlw",50,175,"GW","GNB","Guinea-Bissau","the Republic of Guinea-Bissau","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
626,57,"capture","DCP",2018,"Q_tlw",14.324,176,"TL","TLS","Timor-Leste","the Democratic Republic of Timor-Leste","Asia","Least Developed Countries","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
643,61,"capture","PYX",2018,"Q_tlw",2050,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280400201",16514,"coonstripe shrimp","pandalus hypsinotus","Brandt 1851","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.hypsinotus_marine_capture",0,0,1,"marine"
643,27,"capture","PRA",2018,"Q_tlw",12561,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
643,61,"capture","PRA",2018,"Q_tlw",10829,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
643,61,"capture","DUJ",2018,"Q_tlw",2635,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280400207",16513,"humpy shrimp","pandalus goniurus","Stimpson 1860","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.goniurus_marine_capture",0,0,1,"marine"
643,61,"capture","DUK",2018,"Q_tlw",56,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280400208",16516,"hokkai shrimp","pandalus kessleri","Czerniavsky 1878","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.kessleri_marine_capture",0,0,1,"marine"
643,61,"capture","CVL",2018,"Q_tlw",302,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"22823006XX",6290,"sculptured shrimps nei","sclerocrangon",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","sclerocrangon_marine_capture",NA,NA,NA,NA
643,37,"capture","DCP",2018,"Q_tlw",156,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
643,61,"capture","DCP",2018,"Q_tlw",746,185,"RU","RUS","Russian Federation","the Russian Federation","Europe","Developed countries or areas","Eastern Europe","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
682,51,"capture","TIP",2018,"Q_tlw",7319,194,"SA","SAU","Saudi Arabia","the Kingdom of Saudi Arabia","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280100120",3408,"green tiger prawn","penaeus semisulcatus","De Haan 1844","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.semisulcatus_marine_capture",0,1,1,"marine"
682,51,"capture","PEN",2018,"Q_tlw",30,194,"SA","SAU","Saudi Arabia","the Kingdom of Saudi Arabia","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
682,51,"capture","MPN",2018,"Q_tlw",1421,194,"SA","SAU","Saudi Arabia","the Kingdom of Saudi Arabia","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280101601",3416,"speckled shrimp","metapenaeus monoceros","(Fabricius 1798)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","metapenaeus.monoceros_marine_capture",0,1,1,"marine"
686,34,"capture","SOP",2018,"Q_tlw",2936,195,"SN","SEN","Senegal","the Republic of Senegal","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100131",3413,"southern pink shrimp","farfantepenaeus notialis","Perez Farfante 1967","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.notialis_marine_capture",0,1,1,"marine"
686,1,"capture","PEN",2018,"Q_tlw",1852,195,"SN","SEN","Senegal","the Republic of Senegal","Africa","Least Developed Countries","Western Africa","Africa - Inland waters",NA,"inland",NA,4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"inland","penaeus_inland_capture",NA,NA,NA,NA
686,34,"capture","DPS",2018,"Q_tlw",1372,195,"SN","SEN","Senegal","the Republic of Senegal","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
686,34,"capture","DCP",2018,"Q_tlw",1500,195,"SN","SEN","Senegal","the Republic of Senegal","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
694,34,"capture","PEN",2018,"Q_tlw",445,197,"SL","SLE","Sierra Leone","the Republic of Sierra Leone","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
694,34,"capture","GUS",2018,"Q_tlw",100,197,"SL","SLE","Sierra Leone","the Republic of Sierra Leone","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101902",3417,"guinea shrimp","parapenaeopsis atlantica","Balss 1914","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","parapenaeopsis.atlantica_marine_capture",0,0,1,"marine"
702,71,"capture","DCP",2018,"Q_tlw",254,200,"SG","SGP","Singapore","the Republic of Singapore","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
704,4,"capture","DCP",2018,"Q_tlw",16248,237,"VN","VNM","Viet Nam","the Socialist Republic of Viet Nam","Asia","Other developing countries or areas","South-Eastern Asia","Asia - Inland waters",NA,"inland",NA,4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"inland","crangonidae_inland_capture",NA,NA,NA,NA
704,71,"capture","DCP",2018,"Q_tlw",126163,237,"VN","VNM","Viet Nam","the Socialist Republic of Viet Nam","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
710,51,"capture","PEN",2018,"Q_tlw",2,202,"ZA","ZAF","South Africa","the Republic of South Africa","Africa","Other developing countries or areas","Southern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
710,51,"capture","KNS",2018,"Q_tlw",65,202,"ZA","ZAF","South Africa","the Republic of South Africa","Africa","Other developing countries or areas","Southern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2282907301",2612,"knife shrimp","haliporoides triarthrus","Stebbing 1914","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","haliporoides.triarthrus_marine_capture",0,0,1,"marine"
710,51,"capture","DCP",2018,"Q_tlw",2,202,"ZA","ZAF","South Africa","the Republic of South Africa","Africa","Other developing countries or areas","Southern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
724,34,"capture","TGS",2018,"Q_tlw",161,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
724,37,"capture","TGS",2018,"Q_tlw",124,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
724,27,"capture","PEN",2018,"Q_tlw",182,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
724,27,"capture","DPS",2018,"Q_tlw",1406,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
724,34,"capture","DPS",2018,"Q_tlw",1618,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
724,37,"capture","DPS",2018,"Q_tlw",1363,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
724,47,"capture","DPS",2018,"Q_tlw",109,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Southeast","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
724,34,"capture","SSH",2018,"Q_tlw",21,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280202101",3421,"scarlet shrimp","aristaeopsis edwardsiana","(Johnson 1868)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeopsis.edwardsiana_marine_capture",0,0,1,"marine"
